,t,ax,ay,az,wx,wy,wz
5202,17617.0,-3.79,10.34,-3.09,-1.46,-1.11,-3.71
5203,17620.0,-4.33,9.73,-2.74,-1.49,-1.15,-3.76
5204,17623.0,-4.84,9.4,-2.37,-1.47,-1.2,-3.8
5205,17627.0,-5.09,9.5,-1.86,-1.46,-1.37,-3.83
5206,17630.0,-5.45,9.71,-1.87,-1.5,-1.51,-3.81
5207,17633.0,-5.65,10.25,-1.74,-1.47,-1.65,-3.76
5208,17637.0,-5.76,10.37,-1.85,-1.48,-1.83,-3.69
5209,17640.0,-5.81,10.43,-2.17,-1.47,-2.06,-3.59
5210,17643.0,-5.83,10.35,-2.48,-1.49,-2.2,-3.52
5211,17646.0,-5.76,10.18,-2.65,-1.53,-2.32,-3.46
5212,17650.0,-5.75,10.31,-2.76,-1.56,-2.43,-3.41
5213,17653.0,-5.88,10.3,-2.93,-1.57,-2.51,-3.33
5214,17656.0,-5.93,9.76,-2.79,-1.58,-2.53,-3.26
5215,17660.0,-5.9,9.67,-2.47,-1.54,-2.55,-3.19
5216,17663.0,-6.06,9.54,-2.32,-1.45,-2.51,-3.06
5217,17666.0,-6.17,9.73,-2.33,-1.37,-2.45,-2.94
5218,17669.0,-6.35,9.59,-2.4,-1.32,-2.36,-2.79
5219,17673.0,-6.33,9.36,-2.46,-1.29,-2.24,-2.65
5220,17676.0,-6.22,9.05,-2.48,-1.26,-2.05,-2.46
5221,17679.0,-6.19,9.08,-2.47,-1.25,-1.88,-2.33
5222,17682.0,-6.2,8.99,-2.35,-1.24,-1.7,-2.19
5223,17686.0,-6.18,8.82,-2.29,-1.22,-1.52,-2.07
5224,17689.0,-6.06,8.45,-2.06,-1.21,-1.32,-1.93
5225,17692.0,-5.93,8.15,-1.96,-1.21,-1.19,-1.85
5226,17696.0,-5.85,8.09,-1.79,-1.21,-1.09,-1.79
5227,17699.0,-5.86,8.03,-1.65,-1.18,-0.98,-1.71
5228,17712.0,-5.69,7.84,-1.4,-1.08,-0.86,-1.53
5229,17716.0,-5.68,7.26,-1.4,-1.13,-0.87,-1.53
5230,17719.0,-5.83,7.3,-0.97,-1.15,-0.9,-1.57
5231,17722.0,-6.11,7.2,-0.7,-1.15,-0.92,-1.6
5232,17725.0,-6.29,6.78,-0.44,-1.17,-0.95,-1.63
5233,17729.0,-6.29,6.54,-0.22,-1.19,-1.01,-1.67
5234,17732.0,-6.39,6.7,-0.35,-1.21,-1.08,-1.72
5235,17735.0,-6.52,6.62,-0.51,-1.31,-1.1,-1.77
5236,17739.0,-6.69,6.88,-0.5,-1.43,-1.12,-1.79
5237,17742.0,-6.86,7.38,-0.51,-1.55,-1.16,-1.81
5238,17745.0,-6.82,7.08,-0.49,-1.64,-1.17,-1.81
5239,17748.0,-6.82,7.11,-0.5,-1.74,-1.21,-1.83
5240,17752.0,-6.9,6.9,-0.69,-1.85,-1.22,-1.84
5241,17755.0,-6.78,6.6,-0.43,-2.09,-1.26,-1.88
5242,17758.0,-6.98,7.09,-0.25,-2.19,-1.3,-1.92
5243,17762.0,-7.12,6.69,-0.08,-2.26,-1.33,-1.94
5244,17765.0,-6.97,6.73,0.07,-2.38,-1.41,-1.98
5245,17768.0,-7.27,7.55,-0.1,-2.39,-1.49,-2.01
5246,17771.0,-7.19,7.31,-0.24,-2.48,-1.5,-2.04
5247,17775.0,-7.03,6.89,-0.63,-2.62,-1.53,-2.05
5248,17778.0,-6.68,6.06,-0.85,-2.86,-1.55,-2.07
5249,17781.0,-6.16,5.39,-0.52,-3.27,-1.55,-2.13
5250,17784.0,-6.19,5.55,0.33,-3.38,-1.55,-2.16
5251,17788.0,-6.55,6.01,0.97,-3.31,-1.56,-2.15
5252,17791.0,-6.98,6.97,1.54,-3.03,-1.57,-2.05
5253,17794.0,-7.38,7.39,1.48,-2.61,-1.55,-1.89
5254,17798.0,-7.42,7.88,1.33,-2.26,-1.47,-1.72
5255,17801.0,-7.31,7.86,1.0,-1.94,-1.38,-1.54
5256,17804.0,-7.69,9.92,0.24,-1.41,-1.19,-1.29
5257,17807.0,-7.65,9.08,-0.28,-1.19,-0.83,-0.86
5258,17811.0,-6.9,6.37,0.06,-1.21,-0.89,-0.26
5259,17814.0,-6.6,5.32,-0.04,-1.48,-1.05,0.2
5260,17817.0,-6.65,3.96,0.58,-1.87,-1.29,0.53
5261,17820.0,-6.69,4.48,0.84,-2.12,-1.38,0.53
5262,17824.0,-6.65,4.3,1.7,-2.25,-1.27,0.49
5263,17827.0,-7.09,4.79,2.36,-2.18,-1.27,0.49
5264,17840.0,-6.99,4.72,1.91,-2.61,-1.55,0.27
5265,17844.0,-7.1,5.48,2.05,-2.71,-1.57,0.2
5266,17847.0,-7.12,6.2,2.21,-2.71,-1.58,0.16
5267,17850.0,-7.39,7.75,2.57,-2.45,-1.6,0.18
5268,17853.0,-7.45,8.49,2.74,-2.11,-1.62,0.26
5269,17857.0,-7.33,8.4,2.6,-1.77,-1.66,0.37
5270,17860.0,-7.07,7.84,2.12,-1.62,-1.73,0.45
5271,17863.0,-7.03,8.24,1.71,-1.33,-1.72,0.57
5272,17866.0,-6.75,7.23,1.82,-1.29,-1.72,0.64
5273,17870.0,-6.69,7.17,1.81,-1.22,-1.74,0.68
5274,17873.0,-6.73,6.64,1.87,-1.2,-1.73,0.71
5275,17876.0,-6.51,5.39,2.06,-1.24,-1.74,0.72
5276,17879.0,-6.68,5.51,2.05,-1.34,-1.78,0.68
5277,17883.0,-6.8,5.48,2.28,-1.36,-1.75,0.66
5278,17886.0,-6.6,4.74,2.72,-1.35,-1.74,0.65
5279,17889.0,-6.42,4.58,2.96,-1.42,-1.8,0.55
5280,17892.0,-6.51,5.84,2.96,-1.29,-1.8,0.54
5281,17896.0,-6.32,5.9,2.88,-1.14,-1.81,0.6
5282,17899.0,-6.2,6.79,2.64,-1.06,-1.8,0.65
5283,17902.0,-6.01,7.43,2.32,-0.82,-1.82,0.78
5284,17905.0,-5.59,6.75,1.99,-0.66,-1.84,0.95
5285,17909.0,-5.45,7.11,1.88,-0.54,-1.81,1.03
5286,17912.0,-5.15,6.97,2.3,-0.24,-1.72,1.16
5287,17915.0,-5.0,6.03,2.38,0.02,-1.73,1.27
5288,17918.0,-5.15,5.09,2.33,0.16,-1.69,1.33
5289,17922.0,-5.5,5.03,2.79,0.14,-1.61,1.35
5290,17925.0,-5.77,5.19,3.5,0.13,-1.59,1.37
5291,17928.0,-6.25,5.0,3.97,0.1,-1.64,1.41
5292,17931.0,-6.77,4.99,4.17,-0.0,-1.71,1.43
5293,17934.0,-7.06,5.49,4.21,-0.15,-1.76,1.47
5294,17938.0,-7.02,6.15,4.24,-0.34,-1.76,1.54
5295,17941.0,-6.96,6.46,4.29,-0.52,-1.79,1.63
5296,17944.0,-7.03,6.52,3.64,-0.79,-1.85,1.8
5297,17947.0,-7.04,6.82,3.07,-1.04,-1.77,1.93
5298,17951.0,-7.15,7.98,3.38,-1.16,-1.61,2.08
5299,17954.0,-6.25,7.06,2.97,-1.25,-1.48,2.3
5300,17957.0,-6.11,5.67,1.78,-1.66,-1.29,2.42
5301,17960.0,-6.17,6.34,1.89,-1.78,-0.97,2.52
5302,17964.0,-6.61,8.42,3.19,-1.59,-0.64,2.7
5303,17967.0,-6.48,10.07,4.13,-1.0,-0.35,3.03
5304,17970.0,-7.74,11.79,2.38,-0.27,0.12,3.62
5305,17973.0,-8.67,13.28,1.41,0.85,1.24,4.04
5306,17977.0,-7.87,12.32,1.48,2.16,2.63,4.26
5307,17980.0,-4.52,7.02,0.87,3.29,3.96,3.92
5308,17983.0,-0.1,-0.18,-0.73,3.7,5.04,2.78
5309,17986.0,2.42,-1.9,1.47,3.39,5.67,0.66
5310,17990.0,2.1,2.54,6.19,3.27,5.19,-0.3
5311,17993.0,0.54,4.76,9.58,3.27,3.74,0.0
5312,17996.0,-1.35,5.04,9.0,3.12,1.82,0.75
5313,17999.0,-3.12,6.2,7.41,3.09,0.33,1.34
5314,18002.0,-4.8,4.64,4.19,2.65,-1.07,1.88
5315,18006.0,-5.85,4.54,1.1,1.9,-1.57,2.08
5316,18009.0,-6.33,3.92,-0.71,1.14,-1.43,2.13
5317,18012.0,-5.8,4.41,0.15,0.36,-1.1,1.92
5318,18015.0,-5.27,3.01,1.04,-0.56,-1.06,1.59
5319,18019.0,-5.56,2.93,0.37,-1.36,-0.98,1.22
5320,18022.0,-5.57,3.58,1.07,-2.07,-0.77,0.9
5321,18025.0,-5.55,3.94,2.62,-2.77,-0.76,0.63
5322,18028.0,-5.98,4.81,3.28,-3.61,-0.88,0.23
5323,18032.0,-6.29,6.3,3.93,-4.06,-0.9,-0.08
5324,18035.0,-6.2,5.57,4.13,-4.41,-0.97,-0.3
5325,18038.0,-6.14,4.65,3.15,-5.01,-1.2,-0.54
5326,18041.0,-6.3,4.96,3.06,-5.68,-1.1,-0.85
5327,18045.0,-5.94,5.17,3.75,-6.11,-1.04,-1.01
5328,18048.0,-5.56,5.63,3.7,-6.54,-0.99,-1.12
5329,18051.0,-5.26,6.11,3.31,-6.96,-0.88,-1.16
5330,18054.0,-5.09,6.69,3.3,-7.52,-0.69,-1.13
5331,18058.0,-5.22,6.72,3.45,-7.93,-0.57,-1.06
5332,18061.0,-5.44,6.53,3.52,-8.33,-0.46,-1.0
5333,18074.0,-4.74,5.37,4.09,-8.73,0.08,-0.84
5334,18078.0,-4.37,5.02,4.11,-8.73,0.2,-0.79
5335,18081.0,-4.05,4.62,4.21,-8.73,0.3,-0.73
5336,18084.0,-3.67,4.34,4.23,-8.73,0.39,-0.68
5337,18087.0,-2.95,3.99,4.25,-8.73,0.48,-0.59
5338,18091.0,-2.39,3.56,4.72,-8.73,0.5,-0.51
5339,18094.0,-2.22,3.13,4.73,-8.73,0.42,-0.45
5340,18097.0,-2.19,2.71,4.59,-8.73,0.33,-0.39
5341,18100.0,-2.23,2.33,4.41,-7.78,0.22,-0.3
5342,18104.0,-2.34,2.18,4.36,-6.94,0.13,-0.22
5343,18107.0,-2.5,2.12,4.31,-6.11,0.04,-0.12
5344,18110.0,-2.84,2.12,4.26,-5.33,-0.03,-0.01
5345,18113.0,-3.13,2.08,4.3,-4.65,-0.06,0.13
5346,18117.0,-3.5,1.9,4.43,-3.91,-0.06,0.29
5347,18120.0,-3.77,1.76,4.61,-3.5,-0.05,0.36
5348,18123.0,-4.01,1.63,4.84,-3.21,-0.03,0.41
5349,18126.0,-4.27,1.48,5.02,-3.02,-0.03,0.43
5350,18130.0,-4.61,1.21,5.17,-2.92,-0.03,0.41
5351,18133.0,-4.87,0.97,5.26,-2.94,-0.03,0.34
5352,18136.0,-5.03,0.75,5.31,-3.02,-0.01,0.25
5353,18139.0,-5.18,0.55,5.35,-3.14,0.02,0.14
5354,18143.0,-5.22,0.21,5.43,-3.37,0.07,-0.01
5355,18146.0,-5.17,-0.07,5.51,-3.56,0.11,-0.13
5356,18149.0,-5.09,-0.37,5.59,-3.76,0.15,-0.24
5357,18152.0,-5.0,-0.72,5.69,-3.96,0.17,-0.36
5358,18156.0,-4.89,-1.19,5.71,-4.22,0.18,-0.49
5359,18159.0,-4.82,-1.53,5.71,-4.4,0.2,-0.59
5360,18162.0,-4.84,-1.82,5.66,-4.56,0.21,-0.69
5361,18165.0,-4.88,-2.09,5.64,-4.72,0.23,-0.79
5362,18169.0,-4.99,-2.42,5.56,-4.93,0.26,-0.94
5363,18172.0,-5.15,-2.57,5.32,-5.1,0.31,-1.07
5364,18175.0,-5.22,-2.71,5.11,-5.31,0.42,-1.19
5365,18178.0,-5.27,-2.75,4.64,-5.58,0.62,-1.31
5366,18182.0,-4.91,-2.67,5.13,-5.96,0.88,-1.45
5367,18185.0,-4.83,-2.39,5.3,-6.27,1.04,-1.54
5368,18188.0,-4.89,-2.17,5.37,-6.58,1.17,-1.58
5369,18192.0,-5.22,-2.11,4.79,-7.01,1.42,-1.62
5370,18195.0,-5.17,-2.07,5.51,-7.26,1.62,-1.63
5371,18198.0,-5.13,-2.15,5.86,-7.45,1.65,-1.65
5372,18201.0,-5.04,-2.0,5.82,-7.61,1.67,-1.65
5373,18205.0,-5.01,-1.97,5.89,-7.72,1.66,-1.6
5374,18208.0,-5.01,-2.1,6.01,-7.75,1.59,-1.55
5375,18211.0,-5.13,-2.22,5.87,-7.74,1.49,-1.48
5376,18214.0,-5.2,-2.35,5.47,-7.69,1.42,-1.41
5377,18218.0,-4.98,-2.77,4.94,-7.59,1.39,-1.31
5378,18221.0,-4.74,-3.11,4.64,-7.48,1.38,-1.25
5379,18224.0,-4.57,-3.35,4.39,-7.37,1.38,-1.22
5380,18227.0,-4.55,-3.58,4.18,-7.25,1.39,-1.18
5381,18231.0,-4.6,-4.05,3.92,-7.09,1.43,-1.16
5382,18244.0,-5.23,-5.37,3.61,-6.95,1.69,-1.28
5383,18247.0,-5.28,-5.63,3.56,-6.97,1.74,-1.33
5384,18251.0,-5.28,-6.03,3.6,-6.98,1.79,-1.39
5385,18254.0,-5.4,-6.22,3.58,-7.0,1.79,-1.43
5386,18257.0,-5.69,-6.17,3.28,-7.03,1.81,-1.46
5387,18260.0,-5.82,-6.19,2.91,-7.04,1.86,-1.46
5388,18264.0,-5.82,-6.42,2.57,-6.99,1.94,-1.45
5389,18267.0,-5.73,-6.56,2.41,-6.92,1.99,-1.45
5390,18270.0,-5.78,-6.61,2.45,-6.9,2.04,-1.44
5391,18274.0,-5.8,-6.67,2.48,-6.97,2.09,-1.41
5392,18277.0,-5.73,-7.1,2.41,-7.13,2.18,-1.41
5393,18280.0,-5.54,-7.46,2.07,-7.27,2.23,-1.44
5394,18283.0,-5.51,-7.93,1.5,-7.38,2.3,-1.51
5395,18287.0,-5.32,-8.26,1.05,-7.46,2.4,-1.61
5396,18290.0,-5.14,-8.49,0.51,-7.45,2.48,-1.77
5397,18293.0,-5.2,-8.52,0.12,-7.42,2.55,-1.88
5398,18296.0,-5.2,-8.54,-0.12,-7.38,2.63,-1.96
5399,18300.0,-5.3,-8.72,-0.3,-7.28,2.68,-2.06
5400,18303.0,-5.33,-8.51,-0.46,-7.17,2.65,-2.12
5401,18306.0,-5.49,-8.75,-0.97,-7.03,2.66,-2.19
5402,18310.0,-5.5,-8.92,-1.21,-6.9,2.72,-2.25
5403,18313.0,-5.52,-9.18,-1.02,-6.71,2.74,-2.36
5404,18316.0,-5.7,-9.1,-0.86,-6.63,2.68,-2.42
5405,18319.0,-5.7,-8.83,-1.09,-6.62,2.67,-2.46
5406,18323.0,-5.79,-8.87,-1.16,-6.66,2.7,-2.45
5407,18326.0,-5.44,-8.83,-1.26,-6.67,2.69,-2.43
5408,18329.0,-5.57,-8.8,-1.49,-6.6,2.63,-2.43
5409,18332.0,-5.47,-8.61,-1.64,-6.47,2.55,-2.39
5410,18336.0,-5.07,-8.31,-2.41,-6.17,2.47,-2.31
5411,18339.0,-4.92,-8.08,-2.75,-5.88,2.45,-2.23
5412,18342.0,-4.82,-8.14,-2.78,-5.56,2.41,-2.14
5413,18346.0,-4.82,-8.29,-2.74,-5.25,2.34,-2.05
5414,18349.0,-4.72,-8.39,-2.65,-4.94,2.25,-1.95
5415,18352.0,-4.41,-8.42,-2.67,-4.74,2.14,-1.88
5416,18355.0,-4.71,-8.92,-2.83,-4.55,2.02,-1.85
5417,18359.0,-4.93,-9.13,-3.33,-4.4,1.97,-1.84
5418,18372.0,-4.11,-8.98,-3.94,-4.13,1.96,-1.73
5419,18375.0,-3.83,-8.94,-4.0,-4.16,1.94,-1.65
5420,18379.0,-3.73,-9.03,-4.18,-4.25,1.91,-1.52
5421,18382.0,-3.76,-9.12,-4.24,-4.34,1.88,-1.43
5422,18385.0,-3.85,-9.31,-4.5,-4.43,1.84,-1.36
5423,18389.0,-3.85,-9.21,-4.97,-4.51,1.83,-1.31
5424,18392.0,-3.87,-9.11,-5.45,-4.54,1.85,-1.23
5425,18395.0,-3.94,-9.0,-5.57,-4.53,1.87,-1.18
5426,18398.0,-4.0,-8.92,-5.57,-4.52,1.89,-1.13
5427,18402.0,-4.07,-8.9,-5.54,-4.55,1.89,-1.07
5428,18405.0,-4.14,-8.92,-5.46,-4.66,1.9,-1.01
5429,18408.0,-4.16,-8.83,-5.56,-4.77,1.91,-0.97
5430,18412.0,-4.18,-8.66,-5.73,-4.87,1.93,-0.93
5431,18415.0,-4.16,-8.47,-5.9,-4.95,1.95,-0.87
5432,18418.0,-4.14,-8.39,-6.02,-4.99,1.98,-0.82
5433,18421.0,-3.97,-8.33,-6.11,-5.03,2.01,-0.76
5434,18425.0,-3.77,-8.33,-6.18,-5.08,2.05,-0.7
5435,18428.0,-3.59,-8.27,-6.2,-5.16,2.12,-0.65
5436,18431.0,-3.6,-8.37,-6.17,-5.22,2.18,-0.62
5437,18435.0,-3.55,-8.41,-6.09,-5.31,2.24,-0.61
5438,18438.0,-3.43,-8.39,-6.0,-5.48,2.31,-0.62
5439,18441.0,-3.31,-8.3,-6.08,-5.65,2.37,-0.63
5440,18444.0,-3.21,-8.18,-6.29,-5.81,2.41,-0.64
5441,18448.0,-3.1,-7.99,-6.61,-5.91,2.44,-0.65
5442,18451.0,-2.95,-7.67,-7.01,-5.92,2.45,-0.65
5443,18454.0,-2.96,-7.49,-7.34,-5.83,2.42,-0.63
5444,18457.0,-2.99,-7.4,-7.63,-5.7,2.39,-0.62
5445,18461.0,-3.01,-7.32,-7.87,-5.55,2.36,-0.61
5446,18464.0,-2.98,-7.21,-8.1,-5.35,2.3,-0.58
5447,18467.0,-3.05,-7.39,-8.32,-5.2,2.26,-0.57
5448,18471.0,-2.98,-7.34,-8.5,-5.06,2.23,-0.57
5449,18484.0,-2.63,-7.17,-9.38,-4.42,2.12,-0.7
5450,18487.0,-2.66,-7.25,-9.45,-4.34,2.13,-0.75
5451,18491.0,-2.4,-6.91,-9.58,-4.28,2.13,-0.8
5452,18494.0,-2.32,-6.97,-9.74,-4.19,2.15,-0.84
5453,18497.0,-2.19,-6.97,-9.65,-4.14,2.14,-0.88
5454,18500.0,-1.81,-6.72,-9.66,-4.12,2.11,-0.9
5455,18504.0,-1.58,-6.44,-9.76,-4.1,2.07,-0.89
5456,18507.0,-1.77,-6.12,-9.74,-4.16,2.04,-0.84
5457,18510.0,-1.63,-5.74,-9.76,-4.18,2.02,-0.79
5458,18514.0,-1.58,-5.37,-9.84,-4.2,1.99,-0.7
5459,18517.0,-1.58,-5.3,-9.82,-4.23,2.0,-0.59
5460,18520.0,-1.55,-5.24,-9.67,-4.3,1.97,-0.47
5461,18523.0,-1.39,-4.99,-9.75,-4.33,1.92,-0.37
5462,18527.0,-1.43,-4.97,-10.0,-4.35,1.89,-0.25
5463,18530.0,-1.22,-4.76,-10.09,-4.38,1.85,-0.12
5464,18533.0,-1.12,-4.66,-10.24,-4.37,1.8,-0.0
5465,18537.0,-1.11,-4.74,-10.5,-4.35,1.76,0.1
5466,18540.0,-1.0,-4.79,-10.69,-4.33,1.72,0.17
5467,18543.0,-1.12,-4.81,-10.92,-4.24,1.65,0.2
5468,18546.0,-1.25,-4.58,-11.4,-4.13,1.62,0.23
5469,18550.0,-1.29,-4.51,-11.66,-4.0,1.65,0.25
5470,18553.0,-1.24,-4.52,-11.64,-3.87,1.68,0.24
5471,18556.0,-1.19,-4.44,-11.68,-3.74,1.71,0.24
5472,18559.0,-1.05,-4.44,-11.5,-3.67,1.74,0.22
5473,18563.0,-0.91,-4.3,-11.27,-3.57,1.73,0.2
5474,18566.0,-0.86,-4.18,-11.2,-3.46,1.68,0.18
5475,18569.0,-0.89,-4.14,-11.19,-3.36,1.63,0.16
5476,18572.0,-0.88,-4.11,-11.15,-3.29,1.59,0.14
5477,18576.0,-0.89,-4.01,-11.19,-3.22,1.55,0.13
5478,18579.0,-0.91,-3.85,-11.29,-3.14,1.53,0.14
5479,18592.0,-0.98,-3.48,-11.5,-2.76,1.45,0.28
5480,18596.0,-0.98,-3.48,-11.59,-2.68,1.45,0.32
5481,18599.0,-1.01,-3.57,-11.55,-2.61,1.45,0.35
5482,18602.0,-1.02,-3.61,-11.54,-2.53,1.44,0.36
5483,18606.0,-1.01,-3.61,-11.6,-2.48,1.44,0.36
5484,18609.0,-0.94,-3.55,-11.67,-2.42,1.45,0.35
5485,18612.0,-0.77,-3.47,-11.77,-2.3,1.46,0.33
5486,18615.0,-0.66,-3.41,-11.78,-2.19,1.47,0.31
5487,18619.0,-0.55,-3.37,-11.77,-2.08,1.48,0.28
5488,18622.0,-0.48,-3.32,-11.82,-1.98,1.47,0.26
5489,18625.0,-0.36,-3.26,-11.88,-1.86,1.47,0.23
5490,18628.0,-0.28,-3.27,-11.92,-1.79,1.45,0.21
5491,18632.0,-0.18,-3.23,-12.12,-1.75,1.43,0.2
5492,18635.0,-0.07,-3.15,-12.32,-1.74,1.42,0.19
5493,18638.0,0.13,-3.05,-12.56,-1.72,1.41,0.18
5494,18641.0,0.23,-2.97,-12.69,-1.72,1.4,0.18
5495,18645.0,0.35,-2.92,-12.76,-1.73,1.39,0.18
5496,18648.0,0.48,-2.88,-12.81,-1.77,1.37,0.17
5497,18651.0,0.64,-2.78,-12.9,-1.83,1.34,0.17
5498,18654.0,0.76,-2.66,-12.97,-1.87,1.32,0.16
5499,18658.0,0.82,-2.53,-13.06,-1.89,1.31,0.17
5500,18661.0,0.89,-2.39,-13.05,-1.91,1.31,0.18
5501,18664.0,0.89,-2.29,-12.87,-1.89,1.31,0.21
5502,18667.0,0.87,-2.18,-12.64,-1.88,1.3,0.24
5503,18671.0,0.78,-2.1,-12.42,-1.86,1.28,0.27
5504,18674.0,0.68,-2.05,-12.26,-1.83,1.26,0.31
5505,18677.0,0.55,-1.93,-12.08,-1.8,1.24,0.37
5506,18680.0,0.5,-1.85,-11.94,-1.76,1.24,0.42
5507,18684.0,0.48,-1.72,-11.85,-1.7,1.23,0.48
5508,18687.0,0.49,-1.57,-11.76,-1.62,1.23,0.55
5509,18690.0,0.65,-1.03,-11.76,-1.47,1.24,0.69
5510,18693.0,0.65,-0.96,-11.63,-1.37,1.27,0.85
5511,18697.0,0.66,-0.95,-11.41,-1.3,1.28,1.01
5512,18700.0,0.57,-1.06,-11.28,-1.26,1.29,1.17
5513,18703.0,0.42,-1.37,-11.03,-1.28,1.29,1.32
5514,18717.0,0.55,-1.64,-10.65,-1.18,1.1,1.35
5515,18720.0,0.74,-1.55,-10.55,-1.06,1.03,1.32
5516,18723.0,0.76,-1.34,-10.38,-0.91,0.95,1.31
5517,18726.0,0.71,-0.85,-10.4,-0.72,0.84,1.35
5518,18730.0,0.58,-0.57,-10.52,-0.61,0.78,1.45
5519,18733.0,0.65,-0.43,-10.63,-0.52,0.73,1.6
5520,18736.0,0.83,-0.38,-10.79,-0.44,0.68,1.75
5521,18739.0,1.06,-0.43,-10.89,-0.33,0.65,1.96
5522,18743.0,1.09,-0.76,-10.95,-0.22,0.6,2.1
5523,18746.0,1.22,-1.0,-11.01,-0.1,0.57,2.18
5524,18749.0,1.45,-1.3,-11.21,0.05,0.51,2.23
5525,18752.0,1.74,-1.51,-11.46,0.25,0.44,2.21
5526,18756.0,1.98,-1.68,-11.4,0.43,0.38,2.17
5527,18759.0,2.18,-1.89,-11.5,0.63,0.31,2.08
5528,18762.0,2.36,-1.93,-11.77,0.84,0.25,1.98
5529,18765.0,2.58,-1.86,-11.96,1.12,0.21,1.82
5530,18768.0,2.72,-1.81,-11.99,1.34,0.16,1.7
5531,18772.0,2.8,-1.88,-11.98,1.57,0.1,1.58
5532,18775.0,2.8,-2.08,-11.93,1.79,0.01,1.45
5533,18778.0,2.89,-2.17,-11.83,2.02,-0.1,1.3
5534,18781.0,3.28,-2.25,-11.98,2.34,-0.27,1.07
5535,18785.0,3.77,-2.46,-12.24,2.56,-0.35,0.85
5536,18788.0,4.1,-2.68,-12.11,2.79,-0.42,0.58
5537,18791.0,3.98,-2.88,-11.66,3.07,-0.53,0.29
5538,18794.0,3.3,-3.01,-11.18,3.5,-0.75,-0.08
5539,18798.0,2.89,-2.97,-10.98,3.88,-0.95,-0.33
5540,18801.0,2.72,-2.96,-10.83,4.34,-1.19,-0.56
5541,18804.0,2.52,-3.02,-10.85,4.85,-1.45,-0.77
5542,18807.0,2.37,-3.25,-11.06,5.53,-1.78,-1.04
5543,18811.0,2.03,-3.45,-11.11,5.98,-1.98,-1.25
5544,18814.0,1.65,-3.79,-11.04,6.35,-2.17,-1.46
5545,18817.0,1.22,-4.19,-10.78,6.63,-2.35,-1.67
5546,18821.0,0.06,-4.37,-10.2,6.85,-2.62,-1.92
5547,18824.0,-0.57,-4.57,-10.1,6.91,-2.84,-2.03
5548,18827.0,-0.3,-4.92,-10.37,6.85,-3.03,-2.13
5549,18830.0,0.1,-5.17,-10.74,6.7,-3.22,-2.27
5550,18834.0,0.29,-5.37,-10.98,6.55,-3.32,-2.38
5551,18847.0,0.78,-5.37,-11.45,6.05,-3.55,-2.66
5552,18850.0,0.9,-5.36,-11.35,6.06,-3.6,-2.65
5553,18854.0,0.94,-5.45,-11.21,6.13,-3.67,-2.6
5554,18857.0,0.96,-5.56,-11.14,6.21,-3.74,-2.55
5555,18860.0,0.92,-5.68,-11.01,6.28,-3.8,-2.5
5556,18863.0,0.89,-5.79,-10.82,6.4,-3.89,-2.42
5557,18867.0,0.84,-5.83,-10.74,6.49,-3.95,-2.35
5558,18870.0,0.81,-5.83,-10.61,6.62,-4.03,-2.27
5559,18873.0,0.81,-5.8,-10.54,6.77,-4.13,-2.18
5560,18876.0,0.74,-5.81,-10.53,7.02,-4.26,-2.04
5561,18880.0,0.74,-5.86,-10.38,7.24,-4.34,-1.92
5562,18883.0,0.7,-5.94,-10.21,7.48,-4.44,-1.79
5563,18886.0,0.64,-6.01,-10.13,7.7,-4.53,-1.67
5564,18890.0,0.54,-6.25,-10.54,7.89,-4.61,-1.48
5565,18893.0,0.27,-6.76,-12.3,7.77,-4.4,-1.36
5566,18896.0,-0.04,-6.85,-13.86,7.38,-3.82,-1.24
5567,18899.0,-0.22,-6.72,-13.99,6.88,-3.06,-1.09
5568,18903.0,-0.17,-6.58,-12.53,6.27,-2.2,-0.81
5569,18906.0,0.05,-6.81,-11.42,5.9,-1.78,-0.6
5570,18909.0,0.15,-7.16,-10.98,5.59,-1.45,-0.41
5571,18912.0,0.16,-7.47,-10.74,5.28,-1.13,-0.27
5572,18916.0,0.31,-7.75,-9.7,4.98,-0.79,-0.14
5573,18919.0,0.35,-7.95,-8.88,4.83,-0.66,-0.08
5574,18922.0,0.37,-8.11,-8.47,4.7,-0.6,-0.04
5575,18925.0,0.33,-8.28,-8.03,4.51,-0.56,-0.03
5576,18929.0,0.14,-8.37,-8.06,4.36,-0.53,-0.01
5577,18932.0,0.06,-8.57,-7.86,4.16,-0.48,-0.0
5578,18935.0,-0.1,-8.71,-7.58,3.95,-0.43,-0.02
5579,18939.0,-0.23,-8.88,-7.26,3.61,-0.38,-0.05
5580,18942.0,-0.31,-8.91,-7.2,3.34,-0.34,-0.08
5581,18945.0,-0.3,-8.86,-7.06,3.07,-0.29,-0.12
5582,18959.0,-0.4,-8.41,-6.99,2.39,-0.05,-0.15
5583,18962.0,-0.37,-8.41,-7.06,2.34,0.02,-0.16
5584,18965.0,-0.28,-8.34,-6.91,2.32,0.08,-0.17
5585,18968.0,-0.39,-8.27,-6.87,2.3,0.13,-0.17
5586,18972.0,-0.38,-8.25,-6.83,2.25,0.24,-0.13
5587,18975.0,-0.43,-8.28,-6.74,2.23,0.29,-0.09
5588,18978.0,-0.54,-8.39,-6.73,2.2,0.35,-0.04
5589,18981.0,-0.4,-8.56,-6.63,2.19,0.41,0.0
5590,18985.0,-0.4,-8.76,-6.49,2.23,0.42,0.03
